CustomerID,Recency,Frequency,Monetary,R,M,F,RFMsum
874.0,66,2,4382.0,3,4,4,11
875.0,68,10,17460.0,3,4,4,11
876.0,371,2,6792.0,4,4,4,12
877.0,69,4,8448.0,3,4,4,11
879.0,138,2,15732.0,4,4,4,12
880.0,44,5,8122.0,3,4,4,11
881.0,264,2,3978.0,4,4,4,12
884.0,82,7,10094.0,3,4,4,11
885.0,285,2,4770.0,4,4,4,12
886.0,63,8,13203.0,3,4,4,11
887.0,86,7,15574.0,4,4,4,12
889.0,60,13,104650.0,3,2,4,9
890.0,2,27,7980.0,1,4,2,7
892.0,34,12,33150.0,3,4,4,11
895.0,93,8,21601.0,4,4,4,12
897.0,368,2,4398.0,4,4,4,12
898.0,9,2,472.0,1,4,4,9
899.0,268,6,2084.0,4,4,4,12
900.0,6,13,29672.0,1,4,4,9
901.0,26,11,14717.0,3,4,4,11
903.0,93,2,3576.0,4,4,4,12
904.0,70,6,2449.0,3,4,4,11
905.0,22,8,6649.0,2,4,4,10
906.0,98,5,2433.0,4,4,4,12
907.0,210,1,2328.0,4,4,4,12
909.0,85,7,23267.0,4,4,4,12
910.0,81,10,44487.0,3,4,4,11
911.0,32,3,7516.0,3,4,4,11
912.0,29,5,2321.0,3,4,4,11
913.0,191,1,770.0,4,4,4,12
914.0,106,1,801.0,4,4,4,12
915.0,83,2,3885.0,3,4,4,11
916.0,86,1,2892.0,4,4,4,12
917.0,355,5,5098.0,4,4,4,12
919.0,84,10,7271.0,3,4,4,11
920.0,174,1,254.0,4,4,4,12
921.0,20,8,3891.0,2,4,4,10
922.0,246,1,1136.0,4,4,4,12
923.0,20,36,28175.0,2,4,2,8
924.0,211,2,4596.0,4,4,4,12
925.0,52,3,2063.0,3,4,4,11
926.0,71,1,2070.0,3,4,4,11
927.0,55,1,1273.0,3,4,4,11
928.0,34,7,12063.0,3,4,4,11
929.0,403,1,902.0,4,4,4,12
931.0,74,5,16314.0,3,4,4,11
932.0,18,1,524.0,2,4,4,10
934.0,9,20,40382.0,1,4,4,9
936.0,53,5,13350.0,3,4,4,11
937.0,66,3,5504.0,3,4,4,11
939.0,74,7,7167.0,3,4,4,11
940.0,61,1,1120.0,3,4,4,11
941.0,20,9,3430.0,2,4,4,10
943.0,34,13,15530.0,3,4,4,11
944.0,321,1,441.0,4,4,4,12
945.0,50,5,4181.0,3,4,4,11
947.0,32,1,451.0,3,4,4,11
948.0,247,1,828.0,4,4,4,12
949.0,131,5,2264.0,4,4,4,12
950.0,14,8,3637.0,2,4,4,10
951.0,98,3,11844.0,4,4,4,12
952.0,28,12,11000.0,3,4,4,11
953.0,321,2,3141.0,4,4,4,12
956.0,122,2,3828.0,4,4,4,12
957.0,35,2,1089.0,3,4,4,11
958.0,260,1,2334.0,4,4,4,12
959.0,205,1,2556.0,4,4,4,12
960.0,144,1,1056.0,4,4,4,12
961.0,6,3,3997.0,1,4,4,9
963.0,16,8,16129.0,2,4,4,10
964.0,70,9,5960.0,3,4,4,11
965.0,68,2,4368.0,3,4,4,11
966.0,253,1,1848.0,4,4,4,12
969.0,82,3,6474.0,3,4,4,11
970.0,45,4,2034.0,3,4,4,11
971.0,11,2,2940.0,2,4,4,10
972.0,25,7,20268.0,3,4,4,11
974.0,235,2,3550.0,4,4,4,12
976.0,21,10,17953.0,2,4,4,10
977.0,131,1,1452.0,4,4,4,12
978.0,55,4,8052.0,3,4,4,11
979.0,51,12,22640.0,3,4,4,11
980.0,115,6,10698.0,4,4,4,12
981.0,19,4,2403.0,2,4,4,10
982.0,130,1,2364.0,4,4,4,12
983.0,94,2,5332.0,4,4,4,12
984.0,206,5,11620.0,4,4,4,12
985.0,92,5,12300.0,4,4,4,12
987.0,63,2,1120.0,3,4,4,11
988.0,150,4,755.0,4,4,4,12
989.0,24,22,28854.0,2,4,4,10
993.0,20,4,1435.0,2,4,4,10
994.0,160,1,2760.0,4,4,4,12
995.0,152,2,14148.0,4,4,4,12
996.0,2,11,12325.0,1,4,4,9
997.0,163,1,681.0,4,4,4,12
1000.0,63,3,276.0,3,4,4,11
1001.0,190,1,1640.0,4,4,4,12
1003.0,65,1,1656.0,3,4,4,11
1004.0,238,2,4728.0,4,4,4,12
1006.0,46,32,484320.0,3,1,2,6
1007.0,87,4,10452.0,4,4,4,12
1008.0,253,1,3375.0,4,4,4,12
1010.0,11,27,54489.0,2,2,2,6
1012.0,24,12,28138.0,2,4,4,10
1013.0,8,1,2820.0,1,4,4,9
1015.0,274,1,1188.0,4,4,4,12
1016.0,274,1,940.0,4,4,4,12
1017.0,6,28,50528.0,1,4,2,7
1021.0,19,6,4721.0,2,4,4,10
1022.0,274,1,380.0,4,4,4,12
1023.0,58,6,14780.0,3,4,4,11
1024.0,250,2,3936.0,4,4,4,12
1025.0,64,1,2562.0,3,4,4,11
1026.0,123,3,8048.0,4,4,4,12
1027.0,100,3,9480.0,4,4,4,12
1028.0,17,9,33654.0,2,4,4,10
1030.0,79,7,15382.0,3,4,4,11
1031.0,70,4,9540.0,3,4,4,11
1032.0,37,3,4590.0,3,4,4,11
1033.0,9,3,6210.0,1,4,4,9
1034.0,143,5,9780.0,4,4,4,12
1035.0,16,2,4692.0,2,4,4,10
1036.0,29,3,10236.0,3,4,4,11
1037.0,25,12,18149.0,3,4,4,11
1038.0,7,18,9248.0,1,4,4,9
1039.0,207,1,207.0,4,4,4,12
1042.0,132,1,2544.0,4,4,4,12
1043.0,15,27,33339.0,2,4,2,8
1044.0,7,17,104412.0,1,2,4,7
1045.0,102,7,7983.0,4,4,4,12
1048.0,98,2,3398.0,4,4,4,12
1049.0,55,2,5946.0,3,4,4,11
1050.0,298,1,829.0,4,4,4,12
1051.0,42,8,21282.0,3,4,4,11
1052.0,170,3,7048.0,4,4,4,12
1054.0,4,27,22476.0,1,4,2,7
1055.0,3,18,64736.0,1,2,4,7
1056.0,191,2,1853.0,4,4,4,12
1058.0,56,9,4523.0,3,4,4,11
1059.0,184,1,624.0,4,4,4,12
1062.0,19,14,13311.0,2,4,4,10
1063.0,19,74,268549.0,2,1,2,5
1064.0,6,16,24652.0,1,4,4,9
1065.0,46,7,18134.0,3,4,4,11
1066.0,35,18,10002.0,3,4,4,11
1068.0,18,19,226065.0,2,1,4,7
1069.0,225,2,4304.0,4,4,4,12
1070.0,8,5,3315.0,1,4,4,9
1071.0,230,1,558.0,4,4,4,12
1072.0,12,6,6646.0,2,4,4,10
1074.0,495,1,4536.0,4,4,4,12
1079.0,4,7,133081.0,1,2,4,7
1081.0,79,7,13566.0,3,4,4,11
1083.0,143,2,40872.0,4,4,4,12
1085.0,74,7,14574.0,3,4,4,11
1088.0,370,1,1686.0,4,4,4,12
1089.0,38,4,7922.0,3,4,4,11
1091.0,57,2,8034.0,3,4,4,11
1093.0,113,3,5217.0,4,4,4,12
1094.0,97,5,9375.0,4,4,4,12
1095.0,11,11,48644.0,2,4,4,10
1096.0,26,16,42866.0,3,4,4,11
1097.0,25,5,17154.0,3,4,4,11
1098.0,9,5,10368.0,1,4,4,9
1099.0,79,5,19786.0,3,4,4,11
1100.0,146,10,7162.0,4,4,4,12
1101.0,100,6,2756.0,4,4,4,12
1102.0,41,1,2712.0,3,4,4,11
1103.0,18,3,11028.0,2,4,4,10
1108.0,203,5,2514.0,4,4,4,12
1110.0,43,1,1684.0,3,4,4,11
1111.0,32,6,10362.0,3,4,4,11
1112.0,217,1,3125.0,4,4,4,12
1113.0,38,14,5204.0,3,4,4,11
1115.0,59,4,8976.0,3,4,4,11
1116.0,130,2,4974.0,4,4,4,12
1118.0,29,5,7718.0,3,4,4,11
1120.0,52,8,13386.0,3,4,4,11
1121.0,12,7,14312.0,2,4,4,10
1122.0,12,5,12346.0,2,4,4,10
1123.0,58,1,4068.0,3,4,4,11
1124.0,26,6,68642.0,3,2,4,9
1127.0,329,3,1812.0,4,4,4,12
1128.0,7,3,5721.0,1,4,4,9
1129.0,13,14,34548.0,2,4,4,10
1130.0,16,2,4098.0,2,4,4,10
1132.0,344,1,2010.0,4,4,4,12
1133.0,285,1,2480.0,4,4,4,12
1134.0,70,2,6960.0,3,4,4,11
1135.0,12,14,16787.0,2,4,4,10
1136.0,142,16,32306.0,4,4,4,12
1137.0,26,26,50866.0,3,2,4,9
1140.0,57,7,11488.0,3,4,4,11
1143.0,61,2,4323.0,3,4,4,11
1144.0,60,8,16686.0,3,4,4,11
1145.0,100,12,106566.0,4,2,4,10
1146.0,3,4,8760.0,1,4,4,9
1147.0,15,7,13448.0,2,4,4,10
1148.0,95,1,784.0,4,4,4,12
1149.0,209,1,1038.0,4,4,4,12
1150.0,193,1,1313.0,4,4,4,12
1154.0,31,4,9054.0,3,4,4,11
1155.0,10,4,39468.0,1,4,4,9
1156.0,298,1,2160.0,4,4,4,12
1157.0,31,1,3240.0,3,4,4,11
1158.0,37,5,10260.0,3,4,4,11
1159.0,58,1,2268.0,3,4,4,11
1160.0,332,1,888.0,4,4,4,12
1161.0,279,1,3156.0,4,4,4,12
1163.0,111,7,13560.0,4,4,4,12
1164.0,284,2,3276.0,4,4,4,12
1165.0,15,5,12656.0,2,4,4,10
1166.0,15,12,27556.0,2,4,4,10
1167.0,20,2,5508.0,2,4,4,10
1170.0,12,6,10277.0,2,4,4,10
1173.0,99,5,10696.0,4,4,4,12
1174.0,144,2,4314.0,4,4,4,12
1175.0,32,1,4080.0,3,4,4,11
1176.0,84,1,2964.0,3,4,4,11
1179.0,65,1,3000.0,3,4,4,11
1180.0,11,4,4816.0,2,4,4,10
1181.0,296,6,13834.0,4,4,4,12
1182.0,158,1,1878.0,4,4,4,12
1183.0,264,3,7808.0,4,4,4,12
1185.0,175,1,6480.0,4,4,4,12
1187.0,115,3,4536.0,4,4,4,12
1189.0,23,3,76464.0,2,2,4,8
1193.0,4,7,15228.0,1,4,4,9
1194.0,285,1,2952.0,4,4,4,12
1195.0,180,1,5640.0,4,4,4,12
1196.0,218,8,19386.0,4,4,4,12
1198.0,5,1,1080.0,1,4,4,9
1199.0,13,2,328.0,2,4,4,10
1200.0,8,9,5532.0,1,4,4,9
1202.0,78,8,5410.0,3,4,4,11
1205.0,140,1,2094.0,4,4,4,12
1207.0,10,57,82844.0,1,2,2,5
1208.0,76,6,9003.0,3,4,4,11
1211.0,54,1,1160.0,3,4,4,11
1212.0,9,31,19847.0,1,4,2,7
1215.0,81,3,5730.0,3,4,4,11
1217.0,70,9,13664.0,3,4,4,11
1218.0,63,9,13358.0,3,4,4,11
1219.0,332,2,5132.0,4,4,4,12
1220.0,12,20,56278.0,2,2,4,8
1221.0,26,1,4092.0,3,4,4,11
1222.0,21,8,18509.0,2,4,4,10
1224.0,15,2,5640.0,2,4,4,10
1228.0,10,10,21882.0,1,4,4,9
1229.0,57,5,10498.0,3,4,4,11
1230.0,15,7,25260.0,2,4,4,10
1231.0,217,1,7704.0,4,4,4,12
1232.0,54,2,4776.0,3,4,4,11
1233.0,142,5,9828.0,4,4,4,12
1234.0,12,22,76958.0,2,2,4,8
1235.0,84,10,85724.0,3,2,4,9
1236.0,249,1,1596.0,4,4,4,12
1237.0,204,6,10515.0,4,4,4,12
1239.0,111,1,2256.0,4,4,4,12
1240.0,81,4,14172.0,3,4,4,11
1241.0,53,2,6724.0,3,4,4,11
1242.0,43,18,46018.0,3,4,4,11
1243.0,51,8,38520.0,3,4,4,11
1244.0,20,5,10050.0,2,4,4,10
1245.0,74,2,9174.0,3,4,4,11
1246.0,168,3,6474.0,4,4,4,12
1247.0,8,2,6828.0,1,4,4,9
1249.0,67,1,1896.0,3,4,4,11
1251.0,18,14,13469.0,2,4,4,10
1252.0,205,11,57527.0,4,2,4,10
1253.0,22,32,76493.0,2,2,2,6
1254.0,25,7,3142.0,3,4,4,11
1256.0,200,1,2460.0,4,4,4,12
1258.0,83,4,10560.0,3,4,4,11
1260.0,67,22,26138.0,3,4,4,11
1261.0,268,1,126.0,4,4,4,12
1262.0,34,18,5995.0,3,4,4,11
1266.0,79,2,828.0,3,4,4,11
1267.0,20,41,57391.0,2,2,2,6
1268.0,34,5,7910.0,3,4,4,11
1270.0,24,2,689.0,2,4,4,10
1274.0,3,124,103473.0,1,2,1,4
1275.0,26,47,214489.0,3,1,2,6
1276.0,267,1,2988.0,4,4,4,12
1277.0,27,33,159490.0,3,1,2,6
1278.0,69,10,70566.0,3,2,4,9
1279.0,123,1,876.0,4,4,4,12
1281.0,65,5,3122.0,3,4,4,11
1283.0,22,14,5447.0,2,4,4,10
1285.0,23,6,20724.0,2,4,4,10
1286.0,73,2,1816.0,3,4,4,11
1287.0,44,4,6370.0,3,4,4,11
1288.0,111,3,865.0,4,4,4,12
1289.0,73,1,425.0,3,4,4,11
1291.0,18,18,14565.0,2,4,4,10
1292.0,367,6,9873.0,4,4,4,12
1293.0,7,18,13338.0,1,4,4,9
1294.0,48,19,24035.0,3,4,4,11
1295.0,3,7,3002.0,1,4,4,9
1296.0,12,34,263644.0,2,1,2,5
1299.0,24,28,66309.0,2,2,2,6
1300.0,20,4,2254.0,2,4,4,10
1301.0,5,346,399216.0,1,1,1,3
1302.0,131,2,237.0,4,4,4,12
1303.0,12,21,31489.0,2,4,4,10
1304.0,143,2,1734.0,4,4,4,12
1305.0,82,13,490076.0,3,1,4,8
1306.0,222,1,1640.0,4,4,4,12
1308.0,240,9,18570.0,4,4,4,12
1309.0,11,12,47154.0,2,4,4,10
1310.0,70,3,7340.0,3,4,4,11
1312.0,15,8,24006.0,2,4,4,10
1314.0,47,12,16922.0,3,4,4,11
1315.0,81,1,1680.0,3,4,4,11
1316.0,335,1,3312.0,4,4,4,12
1317.0,26,8,26078.0,3,4,4,11
1320.0,36,10,24684.0,3,4,4,11
1322.0,29,17,32532.0,3,4,4,11
1326.0,8,5,15960.0,1,4,4,9
1327.0,293,11,7878.0,4,4,4,12
1328.0,8,18,85580.0,1,2,4,7
1329.0,134,1,2532.0,4,4,4,12
1330.0,33,10,19642.0,3,4,4,11
1331.0,68,1,1680.0,3,4,4,11
1332.0,55,1,2808.0,3,4,4,11
1333.0,4,6,16680.0,1,4,4,9
1334.0,83,2,5520.0,3,4,4,11
1335.0,434,3,5070.0,4,4,4,12
1336.0,143,2,3644.0,4,4,4,12
1337.0,74,2,51936.0,3,2,4,9
1338.0,69,24,41367.0,3,4,4,11
1341.0,45,4,4938.0,3,4,4,11
1342.0,39,2,3216.0,3,4,4,11
1343.0,85,6,11432.0,4,4,4,12
1344.0,240,2,3544.0,4,4,4,12
1345.0,272,1,1926.0,4,4,4,12
1346.0,9,141,1287985.0,1,1,1,3
1347.0,170,2,2628.0,4,4,4,12
1348.0,162,1,1420.0,4,4,4,12
1349.0,11,77,31983.0,2,4,1,7
1350.0,216,5,6382.0,4,4,4,12
1352.0,157,2,14652.0,4,4,4,12
1353.0,83,1,3168.0,3,4,4,11
1355.0,162,2,1061.0,4,4,4,12
1356.0,133,2,1212.0,4,4,4,12
1359.0,10,7,18840.0,1,4,4,9
1361.0,41,2,6528.0,3,4,4,11
1362.0,29,33,30299.0,3,4,2,9
1363.0,53,6,2711.0,3,4,4,11
1364.0,111,16,26472.0,4,4,4,12
1365.0,67,3,5386.0,3,4,4,11
1368.0,8,38,102885.0,1,2,2,5
1369.0,4,17,35222.0,1,4,4,9
1371.0,5,51,106585.0,1,2,2,5
1374.0,22,1,1364.0,2,4,4,10
1377.0,4,2,880.0,1,4,4,9
1378.0,266,2,516.0,4,4,4,12
1379.0,243,1,3408.0,4,4,4,12
1382.0,110,4,12363.0,4,4,4,12
1383.0,55,13,22387.0,3,4,4,11
1386.0,35,5,10066.0,3,4,4,11
1387.0,81,6,6432.0,3,4,4,11
1388.0,5,58,213016.0,1,1,2,4
1389.0,3,107,230093.0,1,1,1,3
1390.0,50,12,26476.0,3,4,4,11
1391.0,6,7,13646.0,1,4,4,9
1392.0,46,21,76886.0,3,2,4,9
1393.0,14,194,456172.0,2,1,1,4
1394.0,178,41,96639.0,4,2,2,8
1395.0,11,61,122017.0,2,2,2,6
1396.0,15,118,130636.0,2,2,1,5
1397.0,9,72,281291.0,1,1,2,4
1398.0,27,183,426228.0,3,1,1,5
1399.0,19,43,179117.0,2,1,2,5
1400.0,44,54,101174.0,3,2,2,7
1401.0,14,118,295181.0,2,1,1,4
1402.0,18,36,167446.0,2,1,2,5
1403.0,23,156,115869.0,2,2,1,5
1404.0,13,79,389182.0,2,1,1,4
1405.0,81,15,63854.0,3,2,4,9
1406.0,403,9,17633.0,4,4,4,12
1407.0,329,8,20847.0,4,4,4,12
1408.0,11,115,273718.0,2,1,1,4
1409.0,9,41,103495.0,1,2,2,5
1410.0,44,10,27340.0,3,4,4,11
1411.0,235,16,34381.0,4,4,4,12
1412.0,11,146,302501.0,2,1,1,4
1413.0,15,112,215714.0,2,1,1,4
1414.0,16,75,182781.0,2,1,2,5
1415.0,17,20,15917.0,2,4,4,10
1416.0,293,8,36582.0,4,4,4,12
1417.0,8,109,241426.0,1,1,1,3
1418.0,2,78,382408.0,1,1,1,3
1419.0,264,54,114988.0,4,2,2,8
1420.0,12,107,408531.0,2,1,1,4
1421.0,11,112,1554952.0,2,1,1,4
1422.0,143,5,16202.0,4,4,4,12
1423.0,51,52,139383.0,3,2,2,7
1424.0,9,143,345454.0,1,1,1,3
1425.0,13,19,36422.0,2,4,4,10
1426.0,111,29,62955.0,4,2,2,8
1427.0,74,66,148825.0,3,1,2,6
1428.0,332,29,57851.0,4,2,2,8
1429.0,137,10,15960.0,4,4,4,12
1430.0,81,33,75485.0,3,2,2,7
1431.0,16,29,67670.0,2,2,2,6
1432.0,11,75,132618.0,2,2,2,6
1433.0,15,226,493601.0,2,1,1,4
1434.0,197,8,14544.0,4,4,4,12
1435.0,4,155,487239.0,1,1,1,3
1436.0,9,34,65022.0,1,2,2,5
1437.0,22,27,216966.0,2,1,2,5
1438.0,16,285,696118.0,2,1,1,4
1439.0,69,10,33277.0,3,4,4,11
1440.0,15,17,52158.0,2,2,4,8
1441.0,38,47,104944.0,3,2,2,7
1442.0,21,102,266725.0,2,1,1,4
1443.0,2,238,525477.0,1,1,1,3
1444.0,17,108,551160.0,2,1,1,4
1445.0,4,61,137983.0,1,2,2,5
1446.0,100,6,17356.0,4,4,4,12
1447.0,10,63,179011.0,1,1,2,4
1448.0,5,1634,7870697.0,1,1,1,3
1449.0,19,155,490663.0,2,1,1,4
1450.0,27,3,6260.0,3,4,4,11
1451.0,114,16,88401.0,4,2,4,10
1452.0,45,27,24304.0,3,4,2,9
1453.0,12,110,232408.0,2,1,1,4
1454.0,54,35,252082.0,3,1,2,6
1455.0,15,180,406460.0,2,1,1,4
1456.0,9,123,310204.0,1,1,1,3
1457.0,16,27,27034.0,2,4,2,8
1458.0,11,87,211767.0,2,1,1,4
1459.0,111,8,26668.0,4,4,4,12
1460.0,13,104,294597.0,2,1,1,4
1461.0,40,24,65239.0,3,2,4,9
1462.0,19,42,48067.0,2,4,2,8
1463.0,19,122,261179.0,2,1,1,4
1464.0,75,41,69313.0,3,2,2,7
1465.0,16,9,20787.0,2,4,4,10
1466.0,104,12,37517.0,4,4,4,12
1467.0,17,268,640972.0,2,1,1,4
1468.0,127,28,57222.0,4,2,2,8
1469.0,10,26,110761.0,1,2,4,7
1470.0,10,19,38062.0,1,4,4,9
1471.0,11,162,341844.0,2,1,1,4
1472.0,11,63,67259.0,2,2,2,6
1473.0,17,90,248572.0,2,1,1,4
1474.0,44,34,76075.0,3,2,2,7
1475.0,240,17,35902.0,4,4,4,12
1476.0,45,6,15558.0,3,4,4,11
1477.0,15,129,284158.0,2,1,1,4
1478.0,9,23,81766.0,1,2,4,7
1479.0,12,71,110450.0,2,2,2,6
1480.0,39,6,14778.0,3,4,4,11
1481.0,12,60,127255.0,2,2,2,6
1482.0,264,18,49797.0,4,4,4,12
1483.0,20,31,18220.0,2,4,2,8
1484.0,17,20,34220.0,2,4,4,10
1485.0,257,1,5136.0,4,4,4,12
1486.0,13,47,129929.0,2,2,2,6
1487.0,45,6,13498.0,3,4,4,11
1488.0,6,9,27672.0,1,4,4,9
1489.0,368,11,23380.0,4,4,4,12
1490.0,61,38,78478.0,3,2,2,7
1491.0,50,41,29939.0,3,4,2,9
1492.0,20,58,106546.0,2,2,2,6
1493.0,9,118,269098.0,1,1,1,3
1494.0,23,41,21284.0,2,4,2,8
1495.0,14,69,452903.0,2,1,2,5
1496.0,9,532,1143734.0,1,1,1,3
1497.0,293,8,17560.0,4,4,4,12
1498.0,296,4,11970.0,4,4,4,12
1499.0,359,4,8157.0,4,4,4,12
1500.0,14,75,35113.0,2,4,2,8
1501.0,75,11,66077.0,3,2,4,9
1502.0,50,46,50804.0,3,4,2,9
1503.0,53,55,28495.0,3,4,2,9
1504.0,27,127,104350.0,3,2,1,6
1505.0,10,58,158787.0,1,1,2,4
1506.0,25,14,29451.0,3,4,4,11
1507.0,299,7,17106.0,4,4,4,12
1508.0,9,140,213477.0,1,1,1,3
1509.0,9,191,421159.0,1,1,1,3
1510.0,10,62,136732.0,1,2,2,5
1511.0,9,289,547643.0,1,1,1,3
1512.0,45,5,7542.0,3,4,4,11
1513.0,3,350,424365.0,1,1,1,3
1514.0,10,73,59115.0,1,2,2,5
1515.0,3,95,372035.0,1,1,1,3
1516.0,146,26,78443.0,4,2,4,10
1517.0,5,183,640135.0,1,1,1,3
1518.0,16,26,172065.0,2,1,4,7
1519.0,9,104,192172.0,1,1,1,3
1520.0,121,8,17617.0,4,4,4,12
1521.0,16,75,289254.0,2,1,2,5
1522.0,14,107,347933.0,2,1,1,4
1523.0,12,54,259829.0,2,1,2,5
1524.0,11,285,71297.0,2,2,1,5
1525.0,48,14,117732.0,3,2,4,9
1526.0,9,44,113699.0,1,2,2,5
1527.0,364,23,15742.0,4,4,4,12
1528.0,41,97,282937.0,3,1,1,5
1529.0,2,610,723720.0,1,1,1,3
1530.0,26,14,58676.0,3,2,4,9
1531.0,4,124,278777.0,1,1,1,3
1532.0,10,206,129563.0,1,2,1,4
1533.0,41,30,54767.0,3,2,2,7
1534.0,61,27,99077.0,3,2,2,7
1535.0,1,219,559004.0,1,1,1,3
1536.0,15,3,33816.0,2,4,4,10
1537.0,26,1,34944.0,3,4,4,11
1538.0,9,263,492979.0,1,1,1,3
1539.0,10,17,47024.0,1,4,4,9
1540.0,8,148,147835.0,1,1,1,3
1541.0,18,22,45964.0,2,4,4,10
1542.0,10,382,323693.0,1,1,1,3
1543.0,28,7,92560.0,3,2,4,9
1544.0,11,9,15645.0,2,4,4,10
1545.0,367,5,9228.0,4,4,4,12
1546.0,109,9,18894.0,4,4,4,12
1547.0,293,32,293010.0,4,1,2,7
1548.0,51,55,263435.0,3,1,2,6
1549.0,2,57,161917.0,1,1,2,4
1550.0,8,68,182059.0,1,1,2,4
1551.0,18,98,193153.0,2,1,1,4
1552.0,1,291,146936.0,1,1,1,3
1553.0,20,70,145039.0,2,2,2,6
1554.0,130,20,41384.0,4,4,4,12
1555.0,10,257,125615.0,1,2,1,4
1556.0,181,40,60870.0,4,2,2,8
1557.0,10,109,81945.0,1,2,1,4
1558.0,11,62,32055.0,2,4,2,8
1559.0,14,22,13828.0,2,4,4,10
1560.0,6,973,441542.0,1,1,1,3
1561.0,18,4,15568.0,2,4,4,10
1562.0,13,37,221540.0,2,1,2,5
1563.0,48,17,71583.0,3,2,4,9
1564.0,149,179,253190.0,4,1,1,6
1565.0,12,244,239324.0,2,1,1,4
1566.0,133,6,61795.0,4,2,4,10
1567.0,16,130,128286.0,2,2,1,5
1568.0,9,72,280035.0,1,1,2,4
1569.0,20,90,74019.0,2,2,1,5
1570.0,20,43,57391.0,2,2,2,6
1571.0,14,281,251361.0,2,1,1,4
1572.0,82,7,24418.0,3,4,4,11
1573.0,50,30,59883.0,3,2,2,7
1574.0,14,46,110705.0,2,2,2,6
1575.0,199,19,28023.0,4,4,4,12
1576.0,20,11,175010.0,2,1,4,7
1577.0,77,18,38428.0,3,4,4,11
1578.0,20,12,30384.0,2,4,4,10
1579.0,135,30,90227.0,4,2,2,8
1580.0,9,144,287824.0,1,1,1,3
1581.0,78,10,16961.0,3,4,4,11
1582.0,52,14,40440.0,3,4,4,11
1583.0,39,47,19926.0,3,4,2,9
1584.0,11,145,152194.0,2,1,1,4
1585.0,10,49,140106.0,1,2,2,5
1586.0,208,30,62774.0,4,2,2,8
1587.0,176,17,42777.0,4,4,4,12
1588.0,8,123,296979.0,1,1,1,3
1589.0,26,7,19152.0,3,4,4,11
1590.0,52,6,16136.0,3,4,4,11
1591.0,48,19,64204.0,3,2,4,9
1592.0,18,31,58171.0,2,2,2,6
1593.0,44,192,247780.0,3,1,1,5
1594.0,17,193,107896.0,2,2,1,5
1595.0,89,7,42345.0,4,4,4,12
1596.0,44,12,27165.0,3,4,4,11
1597.0,9,628,304495.0,1,1,1,3
1598.0,4,164,452984.0,1,1,1,3
1599.0,16,107,83233.0,2,2,1,5
1600.0,15,799,717064.0,2,1,1,4
1601.0,10,316,237251.0,1,1,1,3
1602.0,17,98,162433.0,2,1,1,4
1603.0,11,57,33235.0,2,4,2,8
1604.0,9,71,166959.0,1,1,2,4
1605.0,14,23,34334.0,2,4,4,10
1606.0,200,18,52989.0,4,2,4,10
1607.0,10,73,139457.0,1,2,2,5
1608.0,10,101,264900.0,1,1,1,3
1609.0,37,18,38560.0,3,4,4,11
1610.0,10,16,35220.0,1,4,4,9
1611.0,5,4,36978.0,1,4,4,9
1612.0,11,17,115313.0,2,2,4,8
1613.0,114,12,40506.0,4,4,4,12
1614.0,17,202,221066.0,2,1,1,4
1615.0,12,297,564411.0,2,1,1,4
1616.0,3,994,860042.0,1,1,1,3
1617.0,9,18,54920.0,1,2,4,7
1618.0,10,228,78496.0,1,2,1,4
1619.0,11,216,370024.0,2,1,1,4
1620.0,108,64,113282.0,4,2,2,8
1621.0,10,63,330088.0,1,1,2,4
1622.0,3,553,516822.0,1,1,1,3
1623.0,10,331,363608.0,1,1,1,3
1624.0,260,19,19192.0,4,4,4,12
1625.0,58,10,41700.0,3,4,4,11
1626.0,40,19,45958.0,3,4,4,11
1627.0,20,32,80631.0,2,2,2,6
1628.0,48,76,123707.0,3,2,2,7
1629.0,15,111,178550.0,2,1,1,4
1630.0,44,5,11411.0,3,4,4,11
1631.0,5,98,325399.0,1,1,1,3
1632.0,25,114,276356.0,3,1,1,5
1633.0,6,412,308702.0,1,1,1,3
1634.0,4,363,514213.0,1,1,1,3
1635.0,155,4,72480.0,4,2,4,10
1636.0,48,56,37940.0,3,4,2,9
1637.0,20,48,99340.0,2,2,2,6
1638.0,20,10,24943.0,2,4,4,10
1639.0,13,58,20448.0,2,4,2,8
1640.0,9,112,109236.0,1,2,1,4
1641.0,20,216,306003.0,2,1,1,4
1642.0,48,21,40579.0,3,4,4,11
1643.0,10,29,39174.0,1,4,2,7
1644.0,10,76,278995.0,1,1,2,4
1645.0,14,68,153574.0,2,1,2,5
1646.0,4,441,537835.0,1,1,1,3
1647.0,11,128,378681.0,2,1,1,4
1648.0,113,4,167200.0,4,1,4,9
1649.0,42,34,175452.0,3,1,2,6
1650.0,3,12,28144.0,1,4,4,9
1651.0,17,28,25610.0,2,4,2,8
1652.0,6,271,341926.0,1,1,1,3
1653.0,14,241,187135.0,2,1,1,4
1654.0,587,1,4392.0,4,4,4,12
1655.0,20,122,104052.0,2,2,1,5
1656.0,4,23,32212.0,1,4,4,9
1657.0,21,17,21507.0,2,4,4,10
1658.0,100,6,15354.0,4,4,4,12
1659.0,6,330,142588.0,1,2,1,4
1660.0,14,101,123354.0,2,2,1,5
1661.0,51,29,20956.0,3,4,2,9
1662.0,17,27,28338.0,2,4,2,8
1663.0,14,384,197528.0,2,1,1,4
1664.0,403,3,4386.0,4,4,4,12
